Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
2011-06-13,2011-07-11,FR,P1994,Desc_P1994,VO,COC34716,374.01185071599633,USD,1,R5
2011-07-04,2011-07-22,ES,P3139,Desc_P3139,VO,COC64393,391.62543689911854,EUR,1,R2
2010-09-22,2010-10-11,FR,P7556,Desc_P7556,VO,COC51419,175.44212107916434,EUR,10,R1
2009-04-12,2009-04-20,IT,P9829,Desc_P9829,VO,COC38620,183.11460081460768,EUR,8,R2
2009-08-30,2009-09-10,RU,P5773,Desc_P5773,VO,COC13450,446.14868043535915,USD,9,R3
2010-01-07,2010-01-12,RU,P8830,Desc_P8830,VO,COC40879,134.7259065679535,EUR,7,R2
2011-05-07,2011-06-19,RU,P4172,Desc_P4172,VO,COC12548,253.11097976120294,EUR,8,R2
2009-12-05,2009-12-25,IT,P8167,Desc_P8167,VO,COC72946,406.9399232143257,USD,4,R1
2011-07-19,2011-07-24,DE,P4306,Desc_P4306,VO,COC88022,201.9274596523849,USD,2,R5
2009-05-22,2009-06-09,ES,P2085,Desc_P2085,VO,COC66542,264.35872831820905,EUR,1,R1
2010-11-15,2011-01-11,IT,P7667,Desc_P7667,VO,COC76522,161.2207132779522,USD,9,R1
2011-06-07,2011-08-04,RU,P3510,Desc_P3510,VO,COC97574,282.4151886902408,USD,9,R1
2009-02-03,2009-03-23,ES,P3151,Desc_P3151,VO,COC75777,180.31154148443957,USD,5,R4
2009-05-27,2009-07-03,FR,P8727,Desc_P8727,VO,COC84392,188.0870727374758,EUR,2,R4
2009-02-22,2009-04-11,FR,P4440,Desc_P4440,VO,COC58736,209.72141909837572,EUR,2,R2
2010-11-25,2010-12-21,FR,P3005,Desc_P3005,VO,COC17366,283.63173779937756,USD,1,R3
2011-11-04,2011-12-27,IT,P4681,Desc_P4681,VO,COC88200,354.6812499837683,USD,3,R1
2010-10-30,2010-12-05,IT,P9440,Desc_P9440,VO,COC96015,109.84472421708622,EUR,3,R3
2009-09-15,2009-09-27,FR,P6991,Desc_P6991,VO,COC95248,259.0437289126413,EUR,4,R3
2010-07-09,2010-08-15,DE,P9010,Desc_P9010,VO,COC27958,246.30836431402193,EUR,8,R3
2010-02-04,2010-03-22,DE,P1810,Desc_P1810,VO,COC82583,155.74642465908582,USD,1,R5
2011-08-20,2011-10-18,FR,P9665,Desc_P9665,VO,COC90953,213.1350536727107,EUR,6,R5
2010-01-27,2010-02-04,ES,P5525,Desc_P5525,VO,COC79865,239.7536773543372,EUR,6,R3
2009-11-07,2010-01-01,FR,P3641,Desc_P3641,VO,COC69369,187.8671510809146,EUR,4,R5
2011-05-27,2011-07-24,IT,P4391,Desc_P4391,VO,COC36420,115.58002653009714,USD,2,R4
2009-02-21,2009-02-24,IT,P1756,Desc_P1756,VO,COC29450,52.10568323019947,USD,9,R5
2010-03-01,2010-04-17,DE,P4397,Desc_P4397,VO,COC40125,382.3719125571276,USD,2,R1
2009-02-12,2009-02-17,ES,P7245,Desc_P7245,VO,COC47231,260.8561522342254,EUR,10,R3
2011-07-03,2011-07-25,IT,P8095,Desc_P8095,VO,COC61756,348.566417936606,EUR,5,R2
2009-06-12,2009-07-04,ES,P8584,Desc_P8584,VO,COC36254,415.1987754190974,EUR,6,R1
2009-06-29,2009-08-03,FR,P3608,Desc_P3608,VO,COC28891,93.290528669938,EUR,4,R2
2010-09-17,2010-11-15,RU,P3101,Desc_P3101,VO,COC53352,189.15094681163663,USD,4,R1
2010-09-30,2010-10-23,ES,P4311,Desc_P4311,VO,COC59788,149.8999927714196,EUR,4,R2
2011-02-02,2011-02-07,DE,P5879,Desc_P5879,VO,COC90803,68.06493910616666,USD,9,R4
2011-12-06,2012-01-23,ES,P4867,Desc_P4867,VO,COC22338,161.47544390677632,EUR,3,R4
2009-06-11,2009-07-29,IT,P5236,Desc_P5236,VO,COC96868,164.33659919894814,USD,7,R5
2011-11-07,2011-11-28,IT,P7927,Desc_P7927,VO,COC87189,135.16081509278217,USD,1,R3
2011-09-20,2011-10-09,ES,P2275,Desc_P2275,VO,COC92590,334.89118680170407,EUR,6,R2
2010-12-26,2011-02-03,FR,P5194,Desc_P5194,VO,COC12798,181.53107572499545,EUR,7,R3
2011-12-17,2011-12-29,FR,P6417,Desc_P6417,VO,COC86530,336.4340560855025,USD,2,R5
2011-06-13,2011-06-25,DE,P7027,Desc_P7027,VO,COC34028,97.0093443840981,USD,8,R4
2010-08-06,2010-08-29,ES,P2255,Desc_P2255,VO,COC15513,285.0883996924664,EUR,4,R4
2010-01-24,2010-03-20,ES,P4216,Desc_P4216,VO,COC55606,352.4295621692692,USD,6,R2
2009-02-20,2009-03-09,IT,P5687,Desc_P5687,VO,COC15995,388.0456266737238,EUR,1,R4
2011-07-10,2011-08-23,ES,P1145,Desc_P1145,VO,COC68016,292.1343349870543,USD,1,R2
2010-04-09,2010-05-21,DE,P3028,Desc_P3028,VO,COC57171,378.09743032477803,USD,8,R2
2010-06-03,2010-07-11,FR,P6944,Desc_P6944,VO,COC25275,277.0953034834024,USD,8,R3
2010-09-21,2010-10-01,RU,P1361,Desc_P1361,VO,COC14004,312.81372704786884,USD,10,R5
2011-11-26,2012-01-08,FR,P5172,Desc_P5172,VO,COC21588,427.8940420157353,EUR,9,R4
2009-07-11,2009-08-27,FR,P8979,Desc_P8979,VO,COC22704,133.59364568205007,EUR,1,R3
2009-09-02,2009-10-24,IT,P4708,Desc_P4708,VO,COC76134,322.68886151339075,USD,10,R3
2011-04-07,2011-05-22,FR,P3461,Desc_P3461,VO,COC37399,269.3097822481019,EUR,5,R3
2010-10-14,2010-11-15,RU,P5144,Desc_P5144,VO,COC55021,226.59163107083006,USD,3,R3
2011-04-06,2011-04-11,FR,P6043,Desc_P6043,VO,COC29716,200.7007179209574,EUR,8,R2
2009-07-27,2009-08-11,FR,P7103,Desc_P7103,VO,COC48974,390.5282693248768,EUR,10,R4
2010-04-07,2010-06-05,RU,P9985,Desc_P9985,VO,COC17384,289.4817652478763,EUR,10,R4
2009-10-02,2009-11-24,FR,P5296,Desc_P5296,VO,COC18152,205.21998685756665,EUR,8,R4
2009-12-20,2010-01-24,DE,P7216,Desc_P7216,VO,COC86148,346.81480233776296,EUR,9,R5
2010-09-27,2010-09-30,RU,P3427,Desc_P3427,VO,COC32121,372.28646095069206,EUR,1,R4
2009-12-20,2010-01-20,IT,P5647,Desc_P5647,VO,COC65747,337.1754764632429,EUR,9,R2
2011-04-04,2011-05-26,DE,P6630,Desc_P6630,VO,COC80693,138.06500473590012,USD,2,R3
2010-03-01,2010-04-20,ES,P1763,Desc_P1763,VO,COC37089,483.100953879382,EUR,5,R2
2009-10-04,2009-10-15,DE,P7777,Desc_P7777,VO,COC78304,67.20533926577787,EUR,10,R1
2010-03-22,2010-04-25,ES,P9300,Desc_P9300,VO,COC23175,229.32055038874037,EUR,3,R5
2010-01-10,2010-01-18,DE,P4840,Desc_P4840,VO,COC55550,346.9390948206976,EUR,6,R3
2010-12-02,2011-01-14,IT,P6569,Desc_P6569,VO,COC60581,237.99422418531537,EUR,1,R1
2011-07-27,2011-07-29,ES,P6243,Desc_P6243,VO,COC21937,474.5603724870344,EUR,8,R1
2010-09-15,2010-11-05,RU,P3838,Desc_P3838,VO,COC34372,401.4607045142711,USD,4,R5
2010-12-01,2011-01-07,FR,P6598,Desc_P6598,VO,COC53048,129.02801115817712,EUR,9,R3
2010-08-31,2010-10-22,DE,P1166,Desc_P1166,VO,COC37838,83.63258329804832,EUR,9,R1
2010-09-15,2010-09-18,ES,P4296,Desc_P4296,VO,COC97744,204.73837335803347,EUR,7,R5
2011-07-26,2011-09-04,DE,P4940,Desc_P4940,VO,COC37245,430.14886630184986,USD,1,R4
2010-11-20,2011-01-14,FR,P9779,Desc_P9779,VO,COC16511,424.96813672883144,EUR,6,R3
2011-09-02,2011-10-19,ES,P1003,Desc_P1003,VO,COC66554,62.74631951886219,EUR,2,R1
2010-03-12,2010-03-18,FR,P5727,Desc_P5727,VO,COC98637,229.05542718785915,EUR,8,R1
2011-02-14,2011-04-15,FR,P3914,Desc_P3914,VO,COC64318,435.19886644893944,EUR,6,R4
2010-02-24,2010-03-28,RU,P4584,Desc_P4584,VO,COC82788,462.94852514411,EUR,1,R5
2011-01-28,2011-02-14,FR,P6096,Desc_P6096,VO,COC89208,246.83881176299573,EUR,1,R2
2010-07-01,2010-07-31,FR,P1841,Desc_P1841,VO,COC40258,207.8051971371969,EUR,9,R4
2011-12-25,2011-12-26,IT,P1811,Desc_P1811,VO,COC73175,214.34818372306773,EUR,4,R4
2010-09-28,2010-10-15,DE,P4718,Desc_P4718,VO,COC58932,170.01881112467328,EUR,6,R2
2011-02-27,2011-03-27,IT,P3283,Desc_P3283,VO,COC21396,471.2102360858685,EUR,5,R2
2010-01-13,2010-03-01,DE,P2668,Desc_P2668,VO,COC11957,336.1525133519235,USD,9,R3
2010-09-30,2010-10-28,RU,P3447,Desc_P3447,VO,COC49731,272.0815044007933,USD,10,R4
2010-11-21,2010-12-29,DE,P5896,Desc_P5896,VO,COC73710,401.4305198785697,USD,8,R1
2009-09-08,2009-09-17,RU,P6115,Desc_P6115,VO,COC46738,69.74891084434987,EUR,2,R4
2010-11-11,2010-11-16,DE,P2000,Desc_P2000,VO,COC38482,70.92181064034112,EUR,7,R5
2010-03-07,2010-04-16,IT,P3774,Desc_P3774,VO,COC23711,251.95246053763992,USD,4,R5
2011-06-18,2011-06-19,RU,P9112,Desc_P9112,VO,COC66442,432.5374618393688,USD,7,R2
2009-01-26,2009-02-12,ES,P1780,Desc_P1780,VO,COC63859,494.1410174709795,EUR,4,R2
2010-01-31,2010-02-08,RU,P4287,Desc_P4287,VO,COC45317,425.9687277064527,EUR,3,R1
2010-02-01,2010-03-25,IT,P1289,Desc_P1289,VO,COC12389,138.6489089956441,USD,9,R5
2011-02-23,2011-03-15,RU,P3929,Desc_P3929,VO,COC93602,82.67696064209142,EUR,10,R4
2010-01-19,2010-03-03,ES,P7827,Desc_P7827,VO,COC85261,429.46381097413746,USD,3,R4
2011-05-16,2011-06-12,IT,P4341,Desc_P4341,VO,COC22711,360.2076641175687,USD,8,R2
2010-02-24,2010-03-18,DE,P9653,Desc_P9653,VO,COC57694,82.80322861915218,USD,8,R5
2009-04-26,2009-06-22,DE,P9588,Desc_P9588,VO,COC78826,471.47000747046917,EUR,8,R5
2009-04-26,2009-05-13,IT,P3275,Desc_P3275,VO,COC99638,476.9437558328733,USD,5,R2
2009-02-23,2009-03-23,ES,P5415,Desc_P5415,VO,COC37340,475.5678808737003,EUR,10,R5
2011-07-15,2011-08-14,RU,P1648,Desc_P1648,VO,COC93720,175.0108957216509,USD,9,R2
2011-02-26,2011-04-09,RU,P1083,Desc_P1083,VO,COC87946,250.69837687554158,EUR,5,R5
2011-09-05,2011-10-21,ES,P1839,Desc_P1839,VO,COC31805,178.5327749163868,USD,9,R2
2009-02-11,2009-04-04,ES,P7751,Desc_P7751,VO,COC70531,172.81755731160516,USD,6,R5
2009-05-29,2009-06-03,IT,P5243,Desc_P5243,VO,COC32570,489.3994814901001,USD,7,R4
2011-03-20,2011-04-20,FR,P4702,Desc_P4702,VO,COC47538,380.4346899039758,EUR,8,R4
2010-03-15,2010-04-06,IT,P3439,Desc_P3439,VO,COC82255,472.23343886690964,USD,4,R4
2011-06-12,2011-08-09,IT,P4883,Desc_P4883,VO,COC56402,154.2642343319555,EUR,8,R4
2010-08-08,2010-09-28,DE,P4081,Desc_P4081,VO,COC95917,252.1657915695388,EUR,7,R4
2010-11-05,2010-11-15,IT,P9242,Desc_P9242,VO,COC56334,144.93449192439397,EUR,10,R4
2009-12-07,2010-01-15,IT,P9297,Desc_P9297,VO,COC94860,499.50955236208307,USD,3,R5
2009-02-16,2009-03-20,DE,P9364,Desc_P9364,VO,COC50884,418.60773403500843,USD,9,R2
2011-09-21,2011-11-04,ES,P5580,Desc_P5580,VO,COC90057,112.63125144073507,USD,1,R2
2009-07-15,2009-09-13,FR,P7362,Desc_P7362,VO,COC64363,338.75605320597055,EUR,2,R1
2011-05-22,2011-06-28,ES,P7414,Desc_P7414,VO,COC90053,484.6951101535675,EUR,7,R2
2009-02-18,2009-04-15,RU,P4792,Desc_P4792,VO,COC95026,379.82639223987763,USD,5,R3
2009-04-06,2009-04-28,ES,P6709,Desc_P6709,VO,COC35229,424.79599744426054,USD,10,R4
2011-07-14,2011-08-02,RU,P1837,Desc_P1837,VO,COC66425,215.65998275774226,USD,7,R3
2009-11-13,2009-12-09,DE,P6993,Desc_P6993,VO,COC80245,175.12388627285227,EUR,10,R4
2009-08-06,2009-10-02,FR,P7015,Desc_P7015,VO,COC68888,121.1784428334266,EUR,10,R3
2010-04-05,2010-05-14,IT,P7468,Desc_P7468,VO,COC52676,52.93340200071789,USD,7,R5
2010-04-27,2010-05-18,DE,P5575,Desc_P5575,VO,COC39648,392.2510485862534,EUR,1,R4
2009-09-12,2009-09-29,FR,P8372,Desc_P8372,VO,COC59309,343.90186151025796,EUR,8,R5
2011-12-15,2012-01-16,RU,P4588,Desc_P4588,VO,COC20909,144.65103382259383,EUR,2,R4
2010-10-21,2010-10-25,FR,P7993,Desc_P7993,VO,COC30638,453.88921853857096,EUR,8,R3
2009-04-27,2009-06-23,ES,P5792,Desc_P5792,VO,COC41660,387.0593352353344,USD,9,R3
2011-01-22,2011-03-23,DE,P9981,Desc_P9981,VO,COC89175,247.92792397139405,USD,8,R4
2010-06-30,2010-07-10,RU,P3234,Desc_P3234,VO,COC19443,199.3417713264,EUR,2,R4
2010-10-16,2010-12-15,ES,P4031,Desc_P4031,VO,COC81739,237.95101450039417,EUR,4,R2
2011-06-19,2011-07-29,DE,P2084,Desc_P2084,VO,COC18929,115.07753433623333,EUR,9,R2
2009-05-11,2009-05-29,FR,P4776,Desc_P4776,VO,COC99168,64.89838632981522,USD,10,R3
2010-09-16,2010-10-07,RU,P7120,Desc_P7120,VO,COC80323,387.36244491851886,USD,1,R1
2011-04-07,2011-05-19,FR,P9290,Desc_P9290,VO,COC89178,360.01686120650953,EUR,8,R3
2011-01-23,2011-02-16,IT,P8613,Desc_P8613,VO,COC83979,77.28534782933987,EUR,5,R2
2011-04-17,2011-06-02,DE,P4945,Desc_P4945,VO,COC99247,390.9041323891249,USD,9,R1
2010-04-10,2010-04-22,ES,P1535,Desc_P1535,VO,COC50849,412.5578190434932,EUR,4,R1
2009-08-29,2009-10-13,IT,P2646,Desc_P2646,VO,COC51191,494.0677516357195,USD,7,R3
2009-12-21,2010-01-22,RU,P3583,Desc_P3583,VO,COC81706,397.75706856339804,USD,1,R4
2009-09-29,2009-10-20,RU,P4152,Desc_P4152,VO,COC99479,140.6570054202038,USD,8,R1
2009-03-15,2009-03-17,FR,P8704,Desc_P8704,VO,COC33953,393.6131934357255,EUR,3,R3
2010-12-18,2010-12-27,DE,P9323,Desc_P9323,VO,COC40746,220.0165267432049,EUR,4,R2
2009-05-19,2009-07-15,RU,P8302,Desc_P8302,VO,COC50621,162.5251684981294,EUR,7,R4
2010-02-24,2010-03-30,ES,P9764,Desc_P9764,VO,COC25268,118.05359824827501,EUR,9,R1
2010-08-09,2010-10-07,ES,P1620,Desc_P1620,VO,COC73744,368.0695281134913,USD,5,R4
2010-11-26,2010-11-30,ES,P6254,Desc_P6254,VO,COC38874,305.03466676067967,EUR,9,R4
2009-03-30,2009-04-14,FR,P9063,Desc_P9063,VO,COC32730,420.564514286823,EUR,6,R1
2011-09-13,2011-10-29,RU,P9822,Desc_P9822,VO,COC73035,214.62617558848217,USD,3,R2
2010-08-01,2010-09-05,RU,P9821,Desc_P9821,VO,COC71310,183.08841852721662,USD,1,R2
2011-11-08,2011-11-27,ES,P7227,Desc_P7227,VO,COC62682,448.79664009693994,EUR,7,R5
2010-10-13,2010-11-11,DE,P2982,Desc_P2982,VO,COC44464,359.4914569496876,EUR,4,R3
2009-02-22,2009-03-21,IT,P2232,Desc_P2232,VO,COC25305,237.00402966657074,USD,10,R4
2009-03-29,2009-04-03,IT,P9505,Desc_P9505,VO,COC98021,171.41837780977963,USD,1,R4
2010-08-23,2010-09-02,DE,P5360,Desc_P5360,VO,COC20374,262.38677591464324,USD,5,R4
2010-05-19,2010-05-30,DE,P3896,Desc_P3896,VO,COC51209,92.75325005761462,EUR,8,R2
2010-09-22,2010-11-12,ES,P5806,Desc_P5806,VO,COC35398,420.8768999595748,USD,9,R1
2011-10-13,2011-11-29,DE,P3172,Desc_P3172,VO,COC95312,320.1825749341007,USD,6,R5
2009-02-01,2009-03-07,IT,P9214,Desc_P9214,VO,COC99227,175.0776728093989,USD,1,R4
2011-03-07,2011-03-25,IT,P3613,Desc_P3613,VO,COC93346,299.8918068996426,USD,3,R4
2009-04-07,2009-04-25,IT,P8223,Desc_P8223,VO,COC69569,172.5837584305103,USD,5,R1
2009-07-10,2009-08-27,DE,P1864,Desc_P1864,VO,COC74309,231.25279033190034,USD,7,R2
2010-06-18,2010-08-05,DE,P1781,Desc_P1781,VO,COC45489,336.92225607113954,USD,1,R5
2011-11-05,2011-12-14,DE,P9064,Desc_P9064,VO,COC40169,242.91568874652225,EUR,5,R4
2010-02-08,2010-03-28,DE,P4571,Desc_P4571,VO,COC66002,498.21736316161247,EUR,4,R1
2009-02-28,2009-03-21,DE,P3677,Desc_P3677,VO,COC51859,463.461427655359,EUR,8,R2
2009-06-01,2009-07-21,RU,P5475,Desc_P5475,VO,COC93705,230.50969245386494,USD,9,R4
2010-02-25,2010-03-18,ES,P9963,Desc_P9963,VO,COC62304,124.73122424104061,USD,2,R3
2011-06-21,2011-07-03,RU,P1800,Desc_P1800,VO,COC12795,215.9717924374766,USD,9,R4
2011-01-03,2011-02-04,DE,P9233,Desc_P9233,VO,COC63895,284.88189494769426,USD,4,R3
2009-03-28,2009-04-02,FR,P3617,Desc_P3617,VO,COC59778,476.0065099156585,USD,2,R3
2010-06-30,2010-07-28,ES,P7803,Desc_P7803,VO,COC70263,131.70132414018587,USD,3,R1
2011-11-09,2011-11-20,ES,P6581,Desc_P6581,VO,COC70899,81.30151060415014,EUR,2,R5
2011-10-05,2011-10-12,ES,P5140,Desc_P5140,VO,COC51886,302.4884444348286,USD,2,R4
2009-10-28,2009-11-19,DE,P2544,Desc_P2544,VO,COC70022,427.18517382649475,USD,10,R2
2009-07-29,2009-09-06,FR,P9904,Desc_P9904,VO,COC64785,191.96801503493185,EUR,6,R4
2010-07-23,2010-08-03,RU,P5676,Desc_P5676,VO,COC45469,227.82921925784171,EUR,1,R3
2009-06-01,2009-07-25,RU,P8361,Desc_P8361,VO,COC22168,264.2917194755978,EUR,2,R4
2010-01-23,2010-01-31,IT,P3240,Desc_P3240,VO,COC98851,308.82675603768644,USD,8,R4
2011-07-17,2011-08-10,DE,P6844,Desc_P6844,VO,COC39662,396.6223998875903,EUR,8,R3
2011-12-04,2012-02-01,IT,P3814,Desc_P3814,VO,COC56680,245.1789548157296,EUR,10,R2
2009-11-11,2009-11-26,ES,P4309,Desc_P4309,VO,COC17915,195.8394233827299,USD,6,R1
2010-06-10,2010-07-18,RU,P8155,Desc_P8155,VO,COC10475,456.50402520267045,EUR,2,R4
2009-01-31,2009-02-07,FR,P3027,Desc_P3027,VO,COC27512,354.0627504877751,EUR,7,R4
2010-05-21,2010-06-21,FR,P5294,Desc_P5294,VO,COC76247,364.743248278647,EUR,3,R3
2010-06-10,2010-07-30,DE,P9134,Desc_P9134,VO,COC27011,116.58523902300969,EUR,4,R3
2011-02-12,2011-02-27,ES,P7791,Desc_P7791,VO,COC86263,207.22742570346088,USD,4,R1
2009-10-24,2009-12-02,FR,P4266,Desc_P4266,VO,COC67402,158.46996917657958,EUR,4,R4
2009-02-04,2009-02-16,ES,P2686,Desc_P2686,VO,COC53178,435.2459519536503,USD,8,R1
2009-11-03,2009-12-17,IT,P8040,Desc_P8040,VO,COC17047,65.15586337336892,USD,6,R3
2011-07-14,2011-08-03,RU,P8446,Desc_P8446,VO,COC58790,406.59975914236446,USD,4,R1
2009-12-09,2010-01-31,ES,P8168,Desc_P8168,VO,COC33459,189.3673373695392,USD,8,R4
2011-08-18,2011-09-07,ES,P1989,Desc_P1989,VO,COC36041,424.291318589337,USD,5,R5
2011-01-11,2011-03-11,ES,P1879,Desc_P1879,VO,COC67139,480.9176734490525,USD,9,R2
2009-02-19,2009-03-29,IT,P1928,Desc_P1928,VO,COC61487,174.16602351416878,USD,8,R4
2011-03-06,2011-04-19,RU,P5806,Desc_P5806,VO,COC19319,116.07080525526045,EUR,3,R3
2011-02-11,2011-03-23,ES,P6515,Desc_P6515,VO,COC99830,193.78984449547815,EUR,5,R4
2011-08-21,2011-10-10,FR,P1413,Desc_P1413,VO,COC57271,86.48480242738435,USD,5,R4
2011-07-23,2011-07-30,FR,P2953,Desc_P2953,VO,COC60670,254.15549279515056,EUR,2,R3
2009-10-27,2009-11-07,RU,P4001,Desc_P4001,VO,COC36653,123.3964380442909,EUR,3,R5
2009-05-17,2009-05-25,IT,P3760,Desc_P3760,VO,COC59617,354.50231543649375,USD,2,R1
2009-02-08,2009-04-01,FR,P2704,Desc_P2704,VO,COC70942,273.8150447962922,USD,2,R4
2010-11-28,2011-01-19,ES,P1325,Desc_P1325,VO,COC60464,269.61281853224045,USD,5,R4
2011-02-26,2011-04-01,DE,P5446,Desc_P5446,VO,COC83367,85.05861985291575,EUR,2,R4
2010-07-16,2010-08-31,RU,P2819,Desc_P2819,VO,COC23471,358.30153935394225,EUR,1,R1
2010-04-10,2010-06-01,IT,P6572,Desc_P6572,VO,COC69186,281.9365207365362,EUR,8,R1
2009-01-30,2009-02-12,DE,P4205,Desc_P4205,VO,COC97709,387.88166754465004,EUR,9,R5
2010-02-27,2010-03-16,FR,P5561,Desc_P5561,VO,COC20082,181.9381294426369,EUR,7,R2
2011-05-11,2011-07-03,FR,P7463,Desc_P7463,VO,COC21800,112.41584914756733,EUR,9,R5
2009-03-15,2009-04-17,DE,P1777,Desc_P1777,VO,COC89960,459.18119868019414,EUR,10,R3
2009-01-29,2009-03-20,ES,P1962,Desc_P1962,VO,COC38823,242.5136911625555,EUR,1,R1
2009-11-09,2009-12-16,RU,P8796,Desc_P8796,VO,COC78352,356.98023716632736,USD,5,R4
2009-09-08,2009-10-16,DE,P8290,Desc_P8290,VO,COC34327,117.69593339906798,EUR,5,R1
2009-08-28,2009-10-03,ES,P6136,Desc_P6136,VO,COC71251,104.17799121037734,EUR,9,R5
2011-12-20,2012-01-05,IT,P3773,Desc_P3773,VO,COC25512,478.06022212209166,EUR,7,R1
2010-02-21,2010-03-31,RU,P4055,Desc_P4055,VO,COC17603,181.05458282596368,EUR,10,R3
2010-03-14,2010-04-16,ES,P8287,Desc_P8287,VO,COC29513,236.98145241595464,EUR,4,R2
2011-09-02,2011-09-20,IT,P2603,Desc_P2603,VO,COC99276,147.20434908739594,EUR,5,R1
2009-06-10,2009-06-27,DE,P4247,Desc_P4247,VO,COC69506,81.51459974942459,EUR,3,R2
2011-09-03,2011-09-14,DE,P8319,Desc_P8319,VO,COC56098,430.3774736430512,EUR,7,R5
2009-04-03,2009-04-24,DE,P6602,Desc_P6602,VO,COC95562,122.89312677260044,USD,2,R1
2011-08-13,2011-08-14,DE,P4084,Desc_P4084,VO,COC49551,499.6282380687261,USD,1,R2
2010-07-04,2010-07-16,RU,P6982,Desc_P6982,VO,COC48403,342.7088012656938,USD,9,R3
2010-03-02,2010-03-27,RU,P4529,Desc_P4529,VO,COC14445,297.4109303623326,EUR,4,R3
2011-01-28,2011-03-20,ES,P6794,Desc_P6794,VO,COC71947,174.1848496068303,EUR,2,R2
2009-03-26,2009-05-15,ES,P2819,Desc_P2819,VO,COC29253,76.65257090098218,USD,6,R2
2009-01-24,2009-03-02,ES,P4044,Desc_P4044,VO,COC88158,213.1885526036687,EUR,7,R3
2010-06-03,2010-06-24,DE,P6732,Desc_P6732,VO,COC86832,463.0180437135584,EUR,2,R5
2011-06-05,2011-06-14,IT,P2039,Desc_P2039,VO,COC57911,481.3464893474188,EUR,5,R5
2009-04-19,2009-05-03,IT,P8757,Desc_P8757,VO,COC60753,84.45777455547443,USD,3,R2
2011-08-30,2011-09-12,IT,P7973,Desc_P7973,VO,COC90191,300.9101538898981,EUR,4,R4
2010-12-26,2011-02-03,DE,P9134,Desc_P9134,VO,COC96088,312.5645050136642,EUR,6,R1
2009-07-09,2009-08-02,ES,P8169,Desc_P8169,VO,COC16944,81.09155676004417,USD,9,R5
2010-03-10,2010-05-03,ES,P3518,Desc_P3518,VO,COC95519,450.1975279036021,EUR,10,R4
2010-06-01,2010-06-07,RU,P4794,Desc_P4794,VO,COC65378,247.67857298267663,USD,9,R3
2009-10-07,2009-12-04,ES,P9409,Desc_P9409,VO,COC11368,83.34695898080506,USD,1,R1
2011-02-18,2011-04-03,ES,P7493,Desc_P7493,VO,COC97477,392.1321127303753,EUR,2,R5
2010-03-04,2010-03-31,IT,P8149,Desc_P8149,VO,COC97975,282.66308072265184,USD,2,R4
2010-02-27,2010-04-15,FR,P1558,Desc_P1558,VO,COC90933,429.7935569473289,EUR,4,R2
2009-12-05,2010-01-02,IT,P9494,Desc_P9494,VO,COC77863,486.79170240960815,EUR,10,R2
2010-03-04,2010-04-20,DE,P9537,Desc_P9537,VO,COC74838,178.750475139811,USD,4,R5
2010-10-09,2010-11-03,DE,P8592,Desc_P8592,VO,COC70325,372.35853522675256,EUR,3,R4
2011-06-17,2011-07-28,IT,P9593,Desc_P9593,VO,COC67708,85.85989018009195,EUR,4,R3
2011-09-23,2011-09-28,DE,P4473,Desc_P4473,VO,COC52157,275.9256517663141,USD,10,R1
2009-12-01,2009-12-14,DE,P3204,Desc_P3204,VO,COC40254,377.4349367216568,EUR,6,R4
2011-07-01,2011-07-15,DE,P3695,Desc_P3695,VO,COC89689,441.1806397027192,EUR,2,R1
2010-04-21,2010-05-21,DE,P6779,Desc_P6779,VO,COC75488,398.8701045568708,EUR,5,R2
2010-12-05,2010-12-12,FR,P8807,Desc_P8807,VO,COC91882,460.6946616874131,USD,5,R2
2010-01-18,2010-02-16,DE,P3349,Desc_P3349,VO,COC42873,62.982583120814255,EUR,6,R5
2009-05-15,2009-07-08,IT,P9074,Desc_P9074,VO,COC65392,426.49007815374796,EUR,4,R2
2010-11-23,2011-01-20,FR,P7825,Desc_P7825,VO,COC45587,145.16442945509368,USD,1,R1
2011-09-03,2011-09-30,DE,P5442,Desc_P5442,VO,COC75257,443.1309132449068,USD,10,R1
2010-08-03,2010-09-16,DE,P4201,Desc_P4201,VO,COC19280,57.058165059281166,EUR,2,R1
2010-06-25,2010-08-11,RU,P1016,Desc_P1016,VO,COC65186,284.5371169853348,USD,10,R4
2011-09-21,2011-10-16,IT,P2508,Desc_P2508,VO,COC22881,65.83315909489546,USD,6,R1
2009-09-12,2009-10-06,FR,P9601,Desc_P9601,VO,COC94174,98.62426289060383,EUR,7,R3
2010-03-13,2010-03-23,IT,P8392,Desc_P8392,VO,COC29742,127.52043865210369,USD,2,R5
2010-05-13,2010-06-19,IT,P1704,Desc_P1704,VO,COC48855,384.54205255409033,EUR,10,R2
2009-03-07,2009-04-19,FR,P9143,Desc_P9143,VO,COC21331,469.0149875477636,EUR,3,R4
2010-01-02,2010-01-29,DE,P7657,Desc_P7657,VO,COC74476,248.359604716756,EUR,10,R3
2011-12-17,2011-12-23,IT,P1796,Desc_P1796,VO,COC38895,183.10003502029437,EUR,4,R3
2011-02-20,2011-03-15,DE,P1383,Desc_P1383,VO,COC38686,219.15146000525593,EUR,9,R5
2011-12-17,2012-01-08,IT,P8382,Desc_P8382,VO,COC77094,124.66572900671103,USD,6,R3
